,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat
126236,ROBINSON & COLE LLP,"280 TRUMBULL ST., FL 29",HARTFORD,CT,6103.0,541110.0,Limited Liability Partnership,357.0,a
126237,SERVICE MANAGEMENT GROUP,25 CONTROLS DR,SHELTON,CT,6484.0,561720.0,Limited  Liability Company(LLC),500.0,a
126238,SHIPMAN & GOODWIN LLP,1 Constitution Plaza,HARTFORD,CT,6103.0,541110.0,Limited  Liability Company(LLC),320.0,a
126239,"STARLING PHYSICIANS, P.C. & SUBSIDIARIES",2110 SILAS DEANE HWY,ROCKY HILL,CT,6067.0,621111.0,Corporation,500.0,a
126240,TAUCK INC,10 Westport Rd Fl 1,WILTON,CT,6897.0,561520.0,Corporation,361.0,a
126241,THE BERLIN STEEL CONSTRUCTION COMPANY,76 Depot Rd PO Box 428,BERLIN,CT,6037.0,236220.0,Subchapter S Corporation,,a
126242,THE CHOATE ROSEMARY HALL FOUNDATION INC,333 CHRISTIAN STREET,WALLINGFORD,CT,6492.0,611110.0,Non-Profit Organization,,a
126243,"THE KENNEDY CENTER, INC.",2440 RESERVOIR AVE,TRUMBULL,CT,6611.0,624120.0,Limited  Liability Company(LLC),459.0,a
126244,"THE LOCKWOOD GROUP, LLC",1055 WASHINGTON BLVD,STAMFORD,CT,6901.0,541990.0,Limited  Liability Company(LLC),260.0,a
126245,"THE VILLAGE FOR FAMILIES & CHILDREN, INC.",1680 ALBANY AVE,HARTFORD,CT,6105.0,624110.0,Non-Profit Organization,495.0,a
126246,"ULBRICH STAINLESS STEELS & SPECIAL METALS, INC",153 WASHINGTON AVE,NORTH HAVEN,CT,6473.0,331491.0,Corporation,278.0,a
126247,"UNITED COMMUNITY AND FAMILY SERVICES, INC.",34 EAST TOWN ST,NORWICH,CT,6360.0,624190.0,Non-Profit Organization,367.0,a
126248,"WILLIAM RAVEIS HOLDINGS, INC.",7 TRAP FALLS RD,SHELTON,CT,6484.0,531210.0,Corporation,411.0,a
134794,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,"1200 New York Ave, NW",WASHINGTON,DC,20005.0,813920.0,Non-Profit Organization,414.0,a
134795,AMERICAN COLLEGE OF CARDIOLOGY FOUNDATION,"2400 N Street, NW",WASHINGTON,DC,20037.0,813212.0,Non-Profit Organization,465.0,a
134796,ANNCHOR CONSTRUCTION CORPORATION,2254 25th Place NE,WASHINGTON,DC,20018.0,236220.0,Subchapter S Corporation,386.0,a
134797,APCO WORLDWIDE LLC,1299 PENNSYLVANIA AVE NW STE 30,WASHINGTON,DC,20004.0,541613.0,Corporation,316.0,a
134798,"BATES WHITE, LLC",2001 K Street Suite 500,WASHINGTON,DC,20006.0,541690.0,Limited  Liability Company(LLC),227.0,a
134799,"CAVA MEZZE GRILL, LLC",702 H Street NW,WASHINGTON,DC,20001.0,722511.0,Limited  Liability Company(LLC),500.0,a
134800,"CREATIVE ASSOCIATES INTERNATIONAL, INC.",5301 WISCONSIN AVE Ste 700,WASHINGTON,DC,20015.0,541611.0,Corporation,500.0,a
134801,"FISCALNOTE HOLDINGS, INC.",1201 Pennsylvania Ave NW 0.0,WASHINGTON,DC,20004.0,541990.0,Corporation,40.0,a
134802,MADISON MARQUETTE REALTY GROUP,"1000 Maine Ave SW, Suite 300",WASHINGTON,DC,20024.0,531312.0,Limited  Liability Company(LLC),290.0,a
134803,NATIONAL COMMITTEE FOR QUALITY ASSURANCE,1100 13TH ST NW,WASHINGTON,DC,20005.0,813910.0,Non-Profit Organization,345.0,a
134804,OMNI SHOREHAM CORPORATION,2500 CALVERT STREET NW,WASHINGTON,DC,20008.0,721110.0,Corporation,486.0,a
134805,R&R MECHANICAL LLC,2902 Bladensburg Road NE,WASHINGTON,DC,20018.0,238220.0,Limited  Liability Company(LLC),227.0,a
134806,SIDWELL FRIENDS SCHOOL,3825 Wisconsin Ave NW,WASHINGTON,DC,20016.0,611110.0,Non-Profit Organization,338.0,a
134807,VERACITY ENGINEERING,955 LENFANT PLZ,WASHINGTON,DC,20024.0,541519.0,Limited  Liability Company(LLC),110.0,a
134808,WILEY REIN LLP,1776 K ST,WASHINGTON,DC,20006.0,541110.0,Limited Liability Partnership,493.0,a
137600,"CRYSTAL STEEL FABRICATORS, INCORPORATED",9317 Old Racetrack Road,DELMAR,DE,19940.0,332312.0,Subchapter S Corporation,310.0,a
137601,ENSINGER INDUSTRIES INC,103 FOULK RD,WILMINGTON,DE,19803.0,551112.0,Corporation,374.0,a
137602,"FIRST STATE ORTHOPAEDICS, P.A.","211 EXECUTIVE DR, STE 11",NEWARK,DE,19702.0,621111.0,Corporation,486.0,a
137603,"GT USA WILMINGTON, LLC",1 Hausel Road,WILMINGTON,DE,19801.0,561990.0,Limited  Liability Company(LLC),500.0,a
137604,"I. D. GRIFFITH, INC.",735 S. MARKET ST,WILMINGTON,DE,19801.0,238220.0,Subchapter S Corporation,146.0,a
137605,"IRON HILL BREWERY, LLC",2502 W. 6TH ST,WILMINGTON,DE,19805.0,722511.0,Limited  Liability Company(LLC),500.0,a
137606,"M. DAVIS & SONS, INC.",19 Germay Dr,WILMINGTON,DE,19804.0,238220.0,Corporation,,a
137607,"METAL MASTERS FOODSERVICE EQUIPMENT CO., INC.",100 Industrial Boulevard,CLAYTON,DE,19938.0,333241.0,Corporation,408.0,a
137608,NIXON UNIFORM SERVICE INC,500 Centerpoint Blvd,NEW CASTLE,DE,19720.0,812332.0,Subchapter S Corporation,499.0,a
137609,QPS HOLDINGS,3 INNOVATION WAY,NEWARK,DE,19711.0,541714.0,Limited  Liability Company(LLC),,a
137610,SOBIESKI CONSOLIDATED INC,1325 Old Coochs Bridge Road,NEWARK,DE,19713.0,238220.0,Corporation,370.0,a
137611,UNITED ELECTRIC SUPPLY CO INC,10 BELLECOR DR,NEW CASTLE,DE,19720.0,423610.0,Subchapter S Corporation,,a
137612,"WORTH & COMPANY, INC.",6263 Kellers Church Road,PIPERSVILLE,DE,19711.0,236220.0,Corporation,436.0,a
139673,AGILETHOUGHT LLC,2502 N Rocky Pt Dr Ste 900,TAMPA,FL,33607.0,541990.0,Limited  Liability Company(LLC),326.0,a
139674,AGMUS VENTURES INC.,5575 South Semoran Blvd Suite 505,ORLANDO,FL,32822.0,523910.0,,177.0,a
139675,AJAX PAVING INDUSTRIES OF FLORIDA LLC,1 Ajax,NOKOMIS,FL,34275.0,237310.0,Limited  Liability Company(LLC),460.0,a
139676,"ALL POINTS LOGISTICS, LLC",190 S Sykes Creek Pkwy,MERRITT ISLAND,FL,32952.0,541715.0,Limited  Liability Company(LLC),0.0,a
139677,"AMERI-FORCE CRAFT SERVICES, INC.",9485 REGENCY SQUARE BLVD Suite 300,JACKSONVILLE,FL,32225.0,336611.0,Subchapter S Corporation,,a
139678,"APG ELECTRIC, INC.",4825 140th Avenue North,CLEARWATER,FL,33762.0,238210.0,Corporation,300.0,a
139679,"ARDURRA GROUP, INC",4921 MEMORIAL HWY Suite 300,TAMPA,FL,33634.0,541330.0,Corporation,438.0,a
139680,ARMELLINI EXPRESS LINES INC,3446 SW ARMELLINI AVE,PALM CITY,FL,34990.0,484121.0,Corporation,435.0,a
139681,"ASLAN INTERNATIONAL MINISTRY, INC.",5104 N Orange Blossom Trail # 115,ORLANDO,FL,32810.0,624229.0,Corporation,486.0,a
139682,"ASPIRE HEALTH PARTNERS, INC.","5151 Adanson Street, Suite 200",ORLANDO,FL,32804.0,621420.0,Non-Profit Organization,,a
139683,ASSISTRX INC.,4700 Millenia Blvd Suite 500,ORLANDO,FL,32839.0,511210.0,Subchapter S Corporation,498.0,a
139684,AVESTA HOMES LLC,2420 W MISSISSIPPI AVE,TAMPA,FL,33629.0,531311.0,Limited  Liability Company(LLC),277.0,a
139685,"BASS UNDERWRITERS, INC",6951 W SUNRISE BLVD,PLANTATION,FL,33313.0,524210.0,Corporation,400.0,a
139686,BEAULIEU DESIGN GROUP LLC,1112 W KING ST,QUINCY,FL,32351.0,541990.0,Limited  Liability Company(LLC),13.0,a
139687,"BECKER & POLIAKOFF, P.A.",1 E. Broward Blvd. Suite 1800,FORT LAUDERDALE,FL,33301.0,541110.0,Corporation,284.0,a
139688,"BENECARD HOLDINGS, INC AND RELATED ENTITIES",28000 Spanish Wells Boulevard 0.0,BONITA SPRINGS,FL,34135.0,551112.0,Subchapter S Corporation,480.0,a
139689,BENIHANA NATIONAL CORP,21500 BISCAYNE BLVD,AVENTURA,FL,33180.0,711110.0,Corporation,500.0,a
139690,BENTLEY GLOBAL RESOURCES LLC,2955 Wentworth Way,TARPON SPRINGS,FL,34688.0,541990.0,Limited  Liability Company(LLC),275.0,a
139691,BERTUCCIS RESTAURANTS LLC,4700 MILLENIA BLVD STE 400,ORLANDO,FL,32839.0,722511.0,Limited  Liability Company(LLC),500.0,a
139692,"BFG MANAGEMENT, INC",4000 HOLLYWOOD BLVD,HOLLYWOOD,FL,33021.0,561330.0,Corporation,500.0,a
139693,BISK EDUCATION INC.,9417 Princess Palm Avenue,TAMPA,FL,33619.0,923110.0,Subchapter S Corporation,439.0,a
139694,BOIES SCHILLER FLEXNER LLP,2200 Corporate Blvd NW Suite 400,BOCA RATON,FL,33431.0,541110.0,Limited  Liability Company(LLC),490.0,a
139695,"BRAMAN MOTORS, INC.",2060 Biscayne Blvd,MIAMI,FL,33137.0,441110.0,Subchapter S Corporation,405.0,a
139696,BRAVO BRIO RESTAURANTS LLC,4700 millenia blvd suite 400,ORLANDO,FL,32839.0,722511.0,Limited  Liability Company(LLC),500.0,a
139697,BRPH ARCHITECTS ENGINEERS INC,5700 N Harbor City Blvd. Ste 400,MELBOURNE,FL,32940.0,541310.0,Corporation,328.0,a
139698,"BUFFALO LODGING ASSOCIATES, LLC",7978 Cooper Creek Boulevard,UNIVERSITY PARK,FL,34201.0,531190.0,Limited  Liability Company(LLC),500.0,a
139699,BUTLER WEIHMULLER KATZ CRAIG LLP,400 N Ashley Dr Ste 2300,TAMPA,FL,33602.0,541110.0,Limited Liability Partnership,296.0,a
139700,CENTRAL MAINTENANCE AND WELDING INC,2620 E KEYSVILLE RD,LITHIA,FL,33547.0,237990.0,Subchapter S Corporation,337.0,a
139701,"CFL PIZZA, LLC",1146 CELEBRATION BLVD,KISSIMMEE,FL,34747.0,722511.0,Limited  Liability Company(LLC),500.0,a
139702,"CHANDLER & CAMPBELLE INVESTMENT GROUP, LLC",310 Vizcaya dr,PALM BEACH GARDENS,FL,33418.0,541611.0,Corporation,157.0,a
139703,CHERRYROAD TECHNOLOGIES INC.,2101 NW CORPORATE BLVD STE 104,BOCA RATON,FL,33431.0,541512.0,Corporation,417.0,a
139704,"COASTAL CONSTRUCTION GROUP OF SOUTH FLORIDA, INC.",5959 BLUE LAGOON DR STE 200,MIAMI,FL,33126.0,236220.0,Subchapter S Corporation,393.0,a
139705,COLE SCOTT & KISSANE PA,9150 S Dadeland Blvd. Ste 1400,MIAMI,FL,33156.0,541110.0,Subchapter S Corporation,500.0,a
139706,COMMUNITY EYE CENTER,21275 OLEAN BLVD,PORT CHARLOTTE,FL,33952.0,621111.0,Subchapter S Corporation,100.0,a
139707,"CONROY SIMBERG, P.A.",3440 HOLLYWOOD BLVD SUITE 200,HOLLYWOOD,FL,33021.0,541110.0,Professional Association,408.0,a
139708,COUNTYLINE AUTO CENTER INC,1841 N STATE ROAD 7,HOLLYWOOD,FL,33021.0,441110.0,Subchapter S Corporation,474.0,a
139709,"CR & RA INVESTMENTS, INC.",10585 SW 109 CT,MIAMI,FL,33176.0,621610.0,Corporation,494.0,a
139710,CROWN AUTO DEALERSHIPS INC,6001 34th St N,ST PETERSBURG,FL,33714.0,441110.0,Corporation,445.0,a
139711,"CROWN LINEN, LLC",3235 NW 62nd Street,MIAMI,FL,33147.0,812320.0,Limited  Liability Company(LLC),500.0,a
139712,CROWN ROOFING LLC,240 Field End Street,SARASOTA,FL,34240.0,238160.0,Limited  Liability Company(LLC),468.0,a
139713,D AND ET INC,4050 WESTGATE AVE STE 103,WEST PALM BEACH,FL,33409.0,541990.0,Corporation,10.0,a
139714,DAILY MANAGEMENT INC,16461 Racquet Club Rd,FORT LAUDERDALE,FL,33326.0,531312.0,Subchapter S Corporation,500.0,a
139715,DOWNRITE ENGINEERING CORP.,"14241 sw 143rd ct ,",MIAMI,FL,33186.0,237990.0,Corporation,500.0,a
139716,"DRMP, INC.",941 Lake Baldwin Lane Suite 100,ORLANDO,FL,32814.0,541330.0,Corporation,,a
139717,"DSK RESOURCING, INC","6715 W GROVER CLEVELAND BLVD,",HOMOSASSA,FL,34446.0,541214.0,Corporation,500.0,a
139718,"DUFFY'S HOLDINGS, INC.",1926 10th Ave N Suite 300,LAKE WORTH,FL,33461.0,722511.0,Subchapter S Corporation,,a
139719,"EARL W. COLVARD, INC.",816 S WOODLAND BLVD,DELAND,FL,32720.0,441320.0,Corporation,500.0,a
139720,EFE INC,138 Professional Way,WELLINGTON,FL,33414.0,453998.0,Corporation,472.0,a
139721,"EMERGENCY PHYSICIANS OF CENTRAL FLORIDA, LLP",3090 Caruso Court Ste 20,ORLANDO,FL,32806.0,621111.0,Partnership,241.0,a
139722,"ENDEAVOR SCHOOLS PARENT, LLC",9350 SOUTH DIXIE HIGHWAY STE 950 0.0,MIAMI,FL,33156.0,611110.0,Limited  Liability Company(LLC),500.0,a
139723,ENHANCED RECOVERY COMPANY LLC,8014 BAYBERRY ROAD,JACKSONVILLE,FL,32256.0,561440.0,Limited  Liability Company(LLC),,a
139724,"ENT AND ALLERGY ASSOCIATES OF FLORIDA, LLC",1601 Clintmoore Road #215,BOCA RATON,FL,33487.0,621111.0,Limited  Liability Company(LLC),472.0,a
139725,ENTERTAINMENT TECHNOLOGY PARTNERS LLC,2350 Investors Row,ORLANDO,FL,32837.0,532490.0,Limited  Liability Company(LLC),,a
139726,"FALLSAFE SOLUTIONS, LLC",5591 Zip Drive,FORT MYERS,FL,33905.0,238990.0,Limited  Liability Company(LLC),500.0,a
139727,FLANIGAN'S ENTERPRISES INC,5059 NE 18th Avenue,FORT LAUDERDALE,FL,33334.0,722511.0,Corporation,500.0,a
139728,"FLORIDA BC HOLDINGS, LLC",2990 PONCE DE LEON BLVD,CORAL GABLES,FL,33134.0,532412.0,Limited  Liability Company(LLC),458.0,a
139729,FLORIDA MEDICAL CLINIC LLC,38135 MARKET SQ,ZEPHYRHILLS,FL,33542.0,621111.0,Limited  Liability Company(LLC),500.0,a
139730,"FOUNDRY COMMERCIAL, LLC","420 S. Orange Avenue, Suite 400",ORLANDO,FL,32801.0,531190.0,Limited  Liability Company(LLC),350.0,a
139731,"FRONTLINE INSURANCE MANAGERS, INC.",500 INTERNATIONAL PKWY,LAKE MARY,FL,32746.0,524210.0,Subchapter S Corporation,,a
139732,GA FOOD SERVICES OF PINELLAS COUNTY,12200 32nd Court North,ST PETERSBURG,FL,33716.0,722310.0,Corporation,,a
139733,"GABLES ENGINEERING, INC.",247 Greco Avenue,MIAMI,FL,33146.0,541330.0,Subchapter S Corporation,269.0,a
139734,GAMA AVIATION (ENGINEERING) INC.,1815 NW 51ST PL 0,FORT LAUDERDALE,FL,33309.0,561990.0,Corporation,251.0,a
139735,GARDNER-GIBSON INC,4161 E 7th Ave,TAMPA,FL,33605.0,324121.0,Corporation,443.0,a
139736,GARY ALVO DBA NONE,16600 NE 8 AVE,MIAMI,FL,33162.0,621210.0,Sole Proprietorship,6.0,a
139737,"GEOGRAPHIC SOLUTIONS, INC",1001 OMAHA CIR,PALM HARBOR,FL,34683.0,541511.0,Corporation,340.0,a
139738,GRACE FELLOWSHIP OF WEST PALM BEACH INC,8350 OKEECHOBEE BLVD,WEST PALM BEACH,FL,33411.0,813110.0,Non-Profit Organization,182.0,a
139739,GRAND PERFORMER INC.,4901 Vineland Road Suite 650,ORLANDO,FL,32811.0,561311.0,Subchapter S Corporation,500.0,a
139740,GRAY ROBINSON PA,301 East Pine Street Suite 1400,ORLANDO,FL,32801.0,541110.0,Corporation,500.0,a
139741,"GUNSTER, YOKLEY & STEWART, P.A.",777 S Flagler Dr,WEST PALM BEACH,FL,33401.0,541110.0,Corporation,424.0,a
139742,"HAMILTON GROUP FUNDING, INC.","1551 Sawgrass Corporate Pkwy, Ste 300 0.0",SUNRISE,FL,33323.0,522292.0,Subchapter S Corporation,410.0,a
139743,HARMONY HEALTHCARE LLC,2909 W BAY TO BAY BLVD,TAMPA,FL,33629.0,561312.0,Limited  Liability Company(LLC),420.0,a
139744,"HARRELL'S, LLC",5105 New Tampa Highway,LAKELAND,FL,33815.0,325314.0,Limited  Liability Company(LLC),362.0,a
139745,HART'S OUTDOOR INC,2840 N HIGHWAY 231,PANAMA CITY,FL,32405.0,441222.0,Corporation,7.0,a
139746,HEALTHCARE SUPPORT STAFFING INC.,101 Southhall Lane. STE 100 STE 100,MAITLAND,FL,32751.0,561320.0,Subchapter S Corporation,500.0,a
139747,HEALTHESYSTEMS LLC,5404 CYPRESS CENTER DR STE 350,TAMPA,FL,33609.0,518210.0,Limited  Liability Company(LLC),250.0,a
139748,HELLMANN WORLDWIDE LOGISTICS INC,10450 DORAL BLVD.,MIAMI,FL,33178.0,488510.0,Corporation,,a
139749,HILLCOUR INC,"4830 W Kennedy Blvd, Ste 100 0.0",TAMPA,FL,33609.0,551114.0,Subchapter S Corporation,100.0,a
139750,"HOLM RESTAURANTS, LLC",1069 W Morse Blvd,WINTER PARK,FL,32789.0,722511.0,Corporation,500.0,a
139751,"HOTWIRE COMMUNICATIONS, LTD",2100 W. Cypress Creek Rd,FORT LAUDERDALE,FL,33309.0,517311.0,Partnership,500.0,a
139752,HSP SOUTHERN HEALTHCARE LLC,15310 Amberly Drive\r\nSuite 105,TAMPA,FL,33647.0,623110.0,Limited  Liability Company(LLC),0.0,a
139753,"I SERV BBQ, LLC",2605 SW 33rd St. Bldg. 200,OCALA,FL,34471.0,722511.0,Limited  Liability Company(LLC),357.0,a
139754,"INFO TECH, INC",2970 SW 50TH TERRACE,GAINESVILLE,FL,32608.0,812990.0,Subchapter S Corporation,303.0,a
139755,"INKTEL CONTACT CENTER SOLUTIONS, LLC",8200 nw 33 st ste 100,DORAL,FL,33122.0,561422.0,Limited  Liability Company(LLC),500.0,a
139756,INNISFREE HOTELS INC.,113 BAY BRIDGE DRIVE,GULF BREEZE,FL,32561.0,721110.0,Subchapter S Corporation,500.0,a
139757,IRA G WARSHAW MD PA,1216 US HIGHWAY 1 STE A,NORTH PALM BEACH,FL,33408.0,621111.0,Corporation,0.0,a
139758,"J COAST WOODWORKS, LLC",1312 COMMERCE LN STE B10,JUPITER,FL,33458.0,238130.0,Limited  Liability Company(LLC),3.0,a
139759,JA CROSON LLC,31550 COUNTY ROAD 437,SORRENTO,FL,32776.0,238220.0,Subchapter S Corporation,431.0,a
139760,"JAEA RESTAURANT HOLDINGS, LLC",1100 PARK CENTRAL BLVD Suite 3300,POMPANO BEACH,FL,33064.0,722513.0,Limited  Liability Company(LLC),250.0,a
139761,JEUNESSE LLC,701 International Pkwy,LAKE MARY,FL,32746.0,454390.0,Limited  Liability Company(LLC),361.0,a
139762,JTS ENTERPRISES OF TAMPA LTD,4908 W NASSAU ST,TAMPA,FL,33607.0,722513.0,Partnership,500.0,a
139763,"JUNIPER LANDSCAPING OF FLORIDA, LLC",5880 STALEY RD,FORT MYERS,FL,33905.0,561730.0,Limited  Liability Company(LLC),500.0,a
139764,KAST CONSTRUCTION COMPANY LLC,701 Northpoint Parkway Suite 400,WEST PALM BEACH,FL,33407.0,236117.0,Limited  Liability Company(LLC),243.0,a
139765,KAUFMAN LYNN CONSTRUCTION INC,3185 S CONGRESS AVE,DELRAY BEACH,FL,33445.0,236220.0,Corporation,242.0,a
139766,"KEENAN, HOPKINS, SCHMIDT  STOWELL CONTRACTORS INC",5422 Bay Center Driver Suite 200,TAMPA,FL,33609.0,236220.0,,307.0,a
139767,KIDS MEDICAL SERVICES INC,5755 PONCE DE LEON BLVD,CORAL GABLES,FL,33146.0,621399.0,Corporation,390.0,a
139768,"KLS-MARTIN, LP",11201 St. Johns Industrial Pkwy South,JACKSONVILLE,FL,32246.0,339112.0,Partnership,336.0,a
139769,KONING RESTAURANTS INTERNATIONAL LC,15600 NW 15 AVE,MIAMI,FL,33169.0,493110.0,Limited  Liability Company(LLC),0.0,a
139770,"KUBICKI DRAPER, A PROFESSIONAL FIRM",9100 S Dadeland Blvd Ste 1800,MIAMI,FL,33156.0,541110.0,Corporation,417.0,a
139771,LDRV HOLDINGS CORP.,6130 Lazy Days Boulevard,SEFFNER,FL,33584.0,441210.0,Corporation,475.0,a
139772,"LEESAR, INC.",2727 WINKLER AVE,FORT MYERS,FL,33901.0,423450.0,Non-Profit Organization,476.0,a
139773,"LOOP, LLC","33 Garden Ave,",CLEARWATER,FL,33755.0,541890.0,Limited  Liability Company(LLC),300.0,a
139774,"LUMINAR TECHNOLOGIES, INC.",12601 Research Parkway,ORLANDO,FL,32826.0,541511.0,Corporation,341.0,a
139775,M S INDUSTRIAL LLC,2730 Mine and Mill Road,LAKELAND,FL,33801.0,236220.0,Limited  Liability Company(LLC),295.0,a
139776,MASCHMEYER CONCRETE COMPANY OF FLORIDA,1142 Watertower Rd,WEST PALM BEACH,FL,33403.0,327320.0,Subchapter S Corporation,400.0,a
139777,"MCLAIN FOODS, INC.",1918 4TH ST N,SAINT PETERSBURG,FL,33704.0,523140.0,Corporation,6.0,a
139778,MCNICHOLS COMPANY,2502 N. Rocky Point Dr. Suite 750,TAMPA,FL,33607.0,423520.0,Subchapter S Corporation,250.0,a
139779,"MERIDIAN BEHAVIORAL HEALTHCARE, INC.",4300 SW 13TH ST,GAINESVILLE,FL,32608.0,621112.0,Non-Profit Organization,0.0,a
139780,METRIC ENGINEERING INC.,13940 SW 136TH ST Suite 200,MIAMI,FL,33186.0,541330.0,Corporation,367.0,a
139781,MI9 INC.,"12000 Biscayne Blvd, Suite 600",MIAMI,FL,33181.0,511210.0,Corporation,162.0,a
139782,MIAMI HURRICANE GRILL INC,6240 CORAL RIDGE DR STE 116,CORAL SPRINGS,FL,33076.0,722513.0,Corporation,14.0,a
139783,"MORGAN & MORGAN, TAMPA, P.A.",201 N. Franklin St 7th Floor,TAMPA,FL,33602.0,541110.0,Subchapter S Corporation,469.0,a
139784,"MORRISON, BROWN, ARGIZ & FARRA LLC",1450 Brickell Ave. 18th Floor,MIAMI,FL,33131.0,541219.0,Limited  Liability Company(LLC),440.0,a
139785,MORSE OPERATIONS INC.,2850 S FEDERAL HWY,DELRAY BEACH,FL,33483.0,441110.0,Subchapter S Corporation,500.0,a
139786,NATIONAL AUTO PARTS WAREHOUSE LLC,11150 NW 32ND AVE,MIAMI,FL,33167.0,423120.0,Limited  Liability Company(LLC),500.0,a
139787,NATIONAL SECURITIES CORPORATION,"5000 T-Rex Avenue Suite 300,",BOCA RATON,FL,33431.0,523120.0,Corporation,346.0,a
139788,NEIGHBORHOOD RESTAURANT PARTNERS LLC,2655 NE 189TH ST,MIAMI,FL,33180.0,722513.0,Limited  Liability Company(LLC),500.0,a
139789,"NEWSBANK, INC.",5801 Pelican Bay Blvd Ste 600,NAPLES,FL,34108.0,511199.0,Sole Proprietorship,,a
139790,NEXTRAN CORPORATION,1986 W Beaver Street,JACKSONVILLE,FL,32209.0,423110.0,Subchapter S Corporation,500.0,a
139791,"NIGHTINGALE NURSES, LLC",7800 Congress Ave Ste 200,BOCA RATON,FL,33487.0,621399.0,Limited  Liability Company(LLC),400.0,a
139792,"ONE STOP ENTERPRISE FLORIDA, LLC",7225 SANDSCOVE CT,WINTER PARK,FL,32792.0,238220.0,Limited  Liability Company(LLC),491.0,a
139793,"ORTHOPAEDIC SOLUTIONS MANAGEMENT, LLC","13020 Telecom Parkway, N.",TEMPLE TERRACE,FL,33637.0,621111.0,Limited  Liability Company(LLC),500.0,a
139794,"PACE-FL DENTAL, P.A.",4873 Highway 90,PACE,FL,32571.0,621210.0,Subchapter S Corporation,0.0,a
139795,PALM BEACH IMPORTS INC,2060 BISCAYNE BLVD,MIAMI,FL,33137.0,441110.0,Corporation,437.0,a
139796,PARAMOUNT MARKETING CONSULTANTS INC,2900 Gateway Dr,POMPANO BEACH,FL,33069.0,541611.0,Corporation,481.0,a
139797,"PAYROLL PROCESSING AND PERSONNEL, LLC",3550 Powerline Rd,FORT LAUDERDALE,FL,33309.0,561330.0,Limited  Liability Company(LLC),500.0,a
139798,"PHASE THREE STAR, LLC DBA HARDEE'S",4029 HENDERSON BLVD,TAMPA,FL,33629.0,999990.0,Limited  Liability Company(LLC),500.0,a
139799,PHYSICIAN PARTNERS OF AMERICA LLC,504 N. REO STRRET,TAMPA,FL,33609.0,551112.0,Limited  Liability Company(LLC),403.0,a
139800,PHYSICIANS GROUP SERVICES PA,7855 Argyle Forest Blvd St 101,JACKSONVILLE,FL,32244.0,621111.0,Corporation,471.0,a
139801,"PINNACLE HOME CARE HOLDINGS, LLC",4023 Tampa Rd,OLDSMAR,FL,34677.0,621610.0,Corporation,125.0,a
139802,PLANET HOLLYWOOD INTERNATIONAL INC,"4700 Millenia Blvd., Suite 400",ORLANDO,FL,32839.0,722511.0,Corporation,500.0,a
139803,"POLARIS PHARMACY SERVICES, LLC",2900 nw 60TH ST,FORT LAUDERDALE,FL,33309.0,621399.0,Limited  Liability Company(LLC),437.0,a
139804,"POWER SERVICES GROUP, INC.",125 SW 3rd Place Suite 300,CAPE CORAL,FL,33991.0,811310.0,Corporation,175.0,a
139805,PRECISION PERSONNEL INC,600 CLEVELAND ST,CLEARWATER,FL,33755.0,561320.0,Subchapter S Corporation,0.0,a
139806,"PRESERVATION HOME SPECIALISTS, INC.",1825 3RD ST N STE A,JACKSONVILLE BEACH,FL,32250.0,541890.0,Corporation,18.0,a
139807,RADIOLOGY REGIONAL CENTER PA,3660 Broadway,FORT MYERS,FL,33901.0,621111.0,Subchapter S Corporation,493.0,a
139808,"REGAL AUTOMOTIVE GROUP, INC.",925 BARTOW RD,LAKELAND,FL,33801.0,441110.0,Corporation,330.0,a
139809,REGAL MARINE INDUSTRIES INC,1900 Jetport Dr,ORLANDO,FL,32809.0,336612.0,Corporation,500.0,a
139810,"REVOLUTION TECHNOLOGIES, LLC",1000 Revolution Technologies Way,MELBOURNE,FL,32901.0,541612.0,Corporation,347.0,a
139811,"SAILORMEN, INC.",9500 S DADELAND BLVD SUITE 800,MIAMI,FL,33156.0,722211.0,Corporation,500.0,a
139812,"SAMY INSURANCE, INC","3855 sw 137th ave b15,",MIAMI,FL,33175.0,524210.0,Corporation,0.0,a
139813,"SECURITY FIRST MANAGERS, LLC",1001 Broadway Ave,ORMOND BEACH,FL,32174.0,524126.0,Limited  Liability Company(LLC),0.0,a
139814,SEEMAN HOLTZ PROPERTY AND CASUALTY LLC,301 YAMATO RD Suite 2222,BOCA RATON,FL,33431.0,524126.0,Limited  Liability Company(LLC),347.0,a
139815,SENIOR HEALTH SOUTH-EX LLC,1665 PALM BEACH LAKES BLVD,WEST PALM BEACH,FL,33401.0,623110.0,Non-Profit Organization,500.0,a
139816,SESCO LIGHTING INC,222 W MAITLAND BLVD,MAITLAND,FL,32751.0,425120.0,Employee Stock Ownership Plan(ESOP),280.0,a
139817,"SILVER AIRWAYS, LLC",1100 LEE WAGENER BLVD STE 201,FORT LAUDERDALE,FL,33315.0,488190.0,Limited  Liability Company(LLC),500.0,a
139818,SIMEDHEALTH LLC,4343 W NEWBERRY ROAD SUITE 18,GAINESVILLE,FL,32607.0,621111.0,Limited  Liability Company(LLC),474.0,a
139819,SKILLSTORM COMMERCIAL SERVICES LLC,6418 NW 5TH WAY,FORT LAUDERDALE,FL,33309.0,541990.0,Limited  Liability Company(LLC),454.0,a
